action1,action2,benchmark_count,record_count,avg_speedup_vs_action2,min_speedup_vs_action2,max_speedup_vs_action2
shadow-stack-gc-lowering,function(callsite-splitting),10,10,0.078537732,0.017032513,0.188923724
function(objc-arc-expand),function(callsite-splitting),10,10,0.078464904,0.014967397,0.237134149
function(structurizecfg),function(chr),10,10,0.078450320,0.020577705,0.149153929
metarenamer,cg-profile,10,10,0.078387442,0.012484392,0.219952601
function(loop(loop-bound-split)),metarenamer,10,10,0.078319227,0.011943190,0.187724458
function(float2int),scc-oz-module-inliner,10,10,0.077860534,0.012844282,0.163313332
function(vector-combine),strip-nondebug,10,10,0.077575133,0.012998370,0.204919076
assign-guid,function(dwarf-eh-prepare),10,10,0.077495281,0.024438852,0.144646218
global-merge,strip-nondebug,10,10,0.077333735,0.013888254,0.209974560
function(div-rem-pairs),function(dwarf-eh-prepare),10,10,0.077283980,0.018939103,0.215509680
function(partially-inline-libcalls),cgscc(attributor-light-cgscc),10,10,0.077157218,0.010069518,0.248130161
function(sjlj-eh-prepare),function(complex-deinterleaving),10,10,0.076974799,0.011538412,0.187452241
strip-debug-declare,cg-profile,10,10,0.076973133,0.016234390,0.300678025
partial-inliner,function(break-crit-edges),10,10,0.076683060,0.013293503,0.148418603
function(structurizecfg),metarenamer,10,10,0.076542419,0.010635559,0.121375478
function(expand-memcmp),function(chr),10,10,0.076457939,0.014039510,0.179893939
function(unify-loop-exits),function(chr),10,10,0.076348109,0.012456298,0.185306455
simplify-type-tests,cgscc(attributor-light-cgscc),10,10,0.076344292,0.012532815,0.292869244
lower-emutls,function(complex-deinterleaving),10,10,0.076335166,0.013347637,0.215227139
function(place-safepoints),function(complex-deinterleaving),10,10,0.076248099,0.011079299,0.205327122
function(reassociate),function(callbr-prepare),10,10,0.075899019,0.019314614,0.195968148
globalsplit,global-merge,10,10,0.075806944,0.010347971,0.197946329
function(lcssa),function(callbr-prepare),10,10,0.075786892,0.014342328,0.144183337
inliner-wrapper-no-mandatory-first,function(complex-deinterleaving),10,10,0.075733872,0.010496696,0.187681615
function(lower-allow-check),shadow-stack-gc-lowering,10,10,0.075698565,0.016170672,0.156391143
globalsplit,function(dwarf-eh-prepare),10,10,0.075661437,0.031997795,0.166130815
function(wasm-eh-prepare),rewrite-symbols,10,10,0.075564548,0.019359041,0.138599815
function(loop-versioning),cgscc(attributor-light-cgscc),10,10,0.074614290,0.012816139,0.256125298
expand-variadics,function(break-crit-edges),10,10,0.074407283,0.019130118,0.169858460
function(complex-deinterleaving),strip-nondebug,10,10,0.074403765,0.016854234,0.207468878
function(lower-invoke),strip-nondebug,10,10,0.074340333,0.010772311,0.190721910
function(gc-lowering),loop-extract,10,10,0.074335375,0.012670649,0.217734039
function(loop(loop-versioning-licm)),ipsccp,10,10,0.074215884,0.010340669,0.177898311
function(speculative-execution),function(atomic-expand),10,10,0.074201937,0.010073437,0.241208713
function(instsimplify),function(callbr-prepare),10,10,0.073916712,0.013785174,0.147211265
function(atomic-expand),function(annotation-remarks),10,10,0.073906684,0.024811655,0.156677576
function(adce),function(chr),10,10,0.073762772,0.011101419,0.105182298
strip-nondebug,function(chr),10,10,0.073445951,0.011999441,0.187566060
function(vector-combine),strip-debug-declare,10,10,0.073441421,0.025629313,0.161474900
assign-guid,cgscc(attributor-light-cgscc),10,10,0.073428828,0.014443848,0.192451758
function(loop-unroll),function(infer-address-spaces),10,10,0.073215709,0.012974956,0.183331852
inliner-wrapper,function(chr),10,10,0.073207991,0.015524364,0.194940156
function(ee-instrument),strip-dead-cg-profile,10,10,0.072752528,0.019628125,0.192167446
mergefunc,function(chr),10,10,0.072664157,0.018276795,0.211428223
function(scalarizer),global-merge,10,10,0.072663669,0.014545643,0.206294962
function(assume-builder),cgscc(argpromotion),10,10,0.072526630,0.010455896,0.174194590
function(kernel-info),function(consthoist),10,10,0.071761497,0.018837633,0.150333212
function(loop-vectorize),strip-nondebug,10,10,0.071713842,0.012684168,0.257731671
function(vector-combine),function(break-crit-edges),10,10,0.071619095,0.017243498,0.175217391
function(loop-versioning),function(dwarf-eh-prepare),10,10,0.071606442,0.012996578,0.171175548
function(kernel-info),function(break-crit-edges),10,10,0.071438636,0.013120726,0.138637972
function(early-cse),function(callbr-prepare),10,10,0.071318478,0.016057137,0.158393081
function(early-cse),function(chr),10,10,0.071271463,0.014120861,0.174828155
lower-global-dtors,cgscc(attributor-light-cgscc),10,10,0.071058459,0.011358655,0.247014435
metarenamer,function(complex-deinterleaving),10,10,0.070930584,0.013486292,0.210911595
function(prof-inject),strip-nondebug,10,10,0.070898876,0.017524854,0.151831774
function(infer-alignment),shadow-stack-gc-lowering,10,10,0.070803581,0.014504017,0.151890341
strip-dead-debug-info,function(callsite-splitting),10,10,0.070797004,0.010992620,0.190120255
function(tailcallelim),function(callbr-prepare),10,10,0.070662312,0.015763829,0.150928221
function(annotation-remarks),function(callbr-prepare),10,10,0.070627570,0.014958191,0.214930253
cg-profile,cgscc(attributor-light-cgscc),10,10,0.070556611,0.018801459,0.235927962
function(assume-simplify),function(div-rem-pairs),10,10,0.070064894,0.019964683,0.165693794
ipsccp,strip-nondebug,10,10,0.070045212,0.011998905,0.230958346
function(loop(evl-iv-simplify)),cgscc(argpromotion),10,10,0.070034610,0.017433849,0.181794975
function(unify-loop-exits),shadow-stack-gc-lowering,10,10,0.069932321,0.014036172,0.144556108
function(coro-elide),function(chr),10,10,0.069796084,0.025974537,0.187530244
function(instnamer),function(callbr-prepare),10,10,0.069692606,0.021000625,0.140680874
cgscc(function-attrs),global-merge,10,10,0.069502799,0.013436668,0.231147702
function(prof-inject),function(dwarf-eh-prepare),10,10,0.069458554,0.010664804,0.185827393
function(bounds-checking),function(chr),10,10,0.069226018,0.013423323,0.153747168
hipstdpar-math-fixup,ipsccp,10,10,0.069210897,0.016284582,0.266029362
metarenamer,function(expand-memcmp),10,10,0.069141360,0.011590433,0.169567197
function(hardware-loops),rewrite-symbols,10,10,0.069132546,0.012989483,0.121035581
function(slp-vectorizer),strip-dead-cg-profile,10,10,0.069126171,0.015533362,0.229599434
hotcoldsplit,function(dwarf-eh-prepare),10,10,0.068612533,0.025175915,0.126670283
function(wasm-eh-prepare),function(chr),10,10,0.068510285,0.010643635,0.146248043
function(interleaved-load-combine),function(chr),10,10,0.068479294,0.022204590,0.114562176
function(loop(loop-bound-split)),function(dwarf-eh-prepare),10,10,0.068442503,0.012541755,0.110891338
cgscc(function-attrs),function(dwarf-eh-prepare),10,10,0.068355712,0.016603036,0.134454513
function(atomic-expand),function(dwarf-eh-prepare),10,10,0.068190040,0.010622174,0.125804887
metarenamer,loop-extract,10,10,0.068098726,0.012805262,0.172386319
function(ee-instrument),function(callbr-prepare),10,10,0.067542223,0.012774242,0.155799919
function(lower-widenable-condition),function(chr),10,10,0.067354383,0.011552174,0.122012826
name-anon-globals,function(complex-deinterleaving),10,10,0.067022925,0.015943473,0.191930278
metarenamer,function(inject-tli-mappings),10,10,0.066527828,0.013474067,0.131140090
function(hardware-loops),function(callbr-prepare),10,10,0.066462489,0.011381419,0.119525754
function(expand-memcmp),function(break-crit-edges),10,10,0.066314845,0.010793449,0.137818777
simplify-type-tests,function(break-crit-edges),10,10,0.066008687,0.015183725,0.147849903
function(scalarize-masked-mem-intrin),function(callbr-prepare),10,10,0.065944488,0.017199316,0.125969362
function(transform-warning),strip-dead-cg-profile,10,10,0.065822752,0.013313657,0.188465851
function(typepromotion),function(callbr-prepare),10,10,0.065806458,0.020166577,0.116027200
function(replace-with-veclib),function(chr),10,10,0.065774877,0.011065736,0.169469135
function(correlated-propagation),cgscc(argpromotion),10,10,0.065659006,0.012691237,0.229154340
function(loop(loop-idiom)),strip-nonlinetable-debuginfo,10,10,0.065584832,0.010079004,0.150935348
rpo-function-attrs,cgscc(argpromotion),10,10,0.065565655,0.011706089,0.200226261
function(alignment-from-assumptions),strip-nondebug,10,10,0.065439552,0.019243656,0.156112909
function(fix-irreducible),function(callbr-prepare),10,10,0.065415221,0.010796549,0.127547105
openmp-opt-postlink,cgscc(attributor-light-cgscc),10,10,0.065291668,0.012862455,0.268669546
function(objc-arc-expand),function(chr),10,10,0.065236522,0.014981032,0.225721957
inliner-wrapper,shadow-stack-gc-lowering,10,10,0.065175097,0.025365930,0.122164447
function(consthoist),strip-nondebug,10,10,0.065017001,0.014832582,0.141533322
shadow-stack-gc-lowering,function(chr),10,10,0.064877151,0.011039249,0.143836778
function(unreachableblockelim),strip-nondebug,10,10,0.064872244,0.012868133,0.244404501
function(loop(loop-bound-split)),function(callbr-prepare),10,10,0.064798916,0.012071364,0.144857358
function(lower-atomic),function(chr),10,10,0.064601677,0.010719055,0.147879184
function(sroa),function(chr),10,10,0.064563273,0.016759440,0.163151788
function(loop(canon-freeze)),rewrite-symbols,10,10,0.064453072,0.022692874,0.106617802
function(loop(loop-versioning-licm)),scc-oz-module-inliner,10,10,0.063838022,0.020764919,0.129346694
function(chr),function(chr),10,10,0.063710460,0.014923904,0.159133062
function(adce),strip-nondebug,10,10,0.063019742,0.014287493,0.166755335
function(loop-vectorize),function(callbr-prepare),10,10,0.062603637,0.010051398,0.141611201
function(instcombine),function(callbr-prepare),10,10,0.062470460,0.021831971,0.126080757
function(unify-loop-exits),global-merge,10,10,0.062358807,0.015425114,0.168911162
function(partially-inline-libcalls),strip-nondebug,10,10,0.062290454,0.011988470,0.102470508
name-anon-globals,function(break-crit-edges),10,10,0.062281046,0.011708249,0.162475812
expand-variadics,strip-nondebug,10,10,0.062247082,0.020009127,0.184882034
lowertypetests,function(dce),10,10,0.061869449,0.013997857,0.111411292
globaldce,shadow-stack-gc-lowering,10,10,0.061827970,0.010616959,0.136469007
function(reg2mem),function(break-crit-edges),10,10,0.061796388,0.010040292,0.096137174
function(loop(canon-freeze)),function(callbr-prepare),10,10,0.061413792,0.012353302,0.120748047
function(speculative-execution),cgscc(argpromotion),10,10,0.061186343,0.011874784,0.201279332
function(separate-const-offset-from-gep),function(callbr-prepare),10,10,0.061172266,0.013939340,0.144831470
function(unify-loop-exits),function(bdce),10,10,0.060660729,0.013777537,0.166506126
noinline-nonprevailing,function(inject-tli-mappings),10,10,0.060623041,0.035848084,0.119928352
attributor-light,strip-nondebug,10,10,0.060147823,0.016657424,0.164955179
fatlto-cleanup,function(annotation-remarks),10,10,0.059915540,0.030849237,0.108680670
function(sink),strip-nondebug,10,10,0.059811000,0.016793090,0.129756018
function(loop(loop-versioning-licm)),strip-nonlinetable-debuginfo,10,10,0.059701680,0.015005438,0.174481807
function(sccp),function(callbr-prepare),10,10,0.059583183,0.010472581,0.118917759
function(lower-invoke),function(callbr-prepare),10,10,0.059015383,0.013506977,0.153774700
always-inline,rewrite-symbols,10,10,0.058894972,0.016802797,0.190047857
function(partially-inline-libcalls),function(chr),10,10,0.058820691,0.013799101,0.196459376
function(instcombine),ipsccp,10,10,0.058761763,0.012281332,0.137638865
function(dce),strip-nondebug,10,10,0.058705814,0.013773273,0.096253771
cgscc(inline),strip-nondebug,10,10,0.058641413,0.010722858,0.197860603
cgscc(openmp-opt-cgscc),function(callbr-prepare),10,10,0.058584475,0.010644884,0.105494734
openmp-opt,strip-nondebug,10,10,0.058567534,0.012620164,0.206950145
cgscc(function-attrs),function(callbr-prepare),10,10,0.058552812,0.017924332,0.119797247
function(sandbox-vectorizer),strip-nondebug,10,10,0.058471671,0.026840004,0.110169623
function(loop(indvars)),strip-nonlinetable-debuginfo,10,10,0.057992411,0.010278700,0.137822310
function(kcfi),strip-nonlinetable-debuginfo,10,10,0.057868025,0.011932381,0.125188105
cgscc(openmp-opt-cgscc),strip-nondebug,10,10,0.057814959,0.014284009,0.142780748
cgscc(function-attrs),strip-nondebug,10,10,0.057374253,0.027713785,0.119565712
function(loop(loop-deletion)),function(callbr-prepare),10,10,0.057322238,0.014397814,0.129760577
function(unify-loop-exits),function(dfa-jump-threading),10,10,0.057043544,0.012387963,0.127827040
strip-dead-prototypes,strip-nondebug,10,10,0.056655125,0.014145850,0.167471542
function(separate-const-offset-from-gep),strip-nondebug,10,10,0.056634459,0.012444824,0.161307248
function(scalarizer),strip-nondebug,10,10,0.056599383,0.010718449,0.250454763
function(assume-builder),function(callbr-prepare),10,10,0.056190214,0.013241827,0.230695937
function(loop(loop-predication)),strip-nonlinetable-debuginfo,10,10,0.056152687,0.010322280,0.147575487
function(kcfi),strip-nondebug,10,10,0.055987436,0.015845185,0.168400348
function(make-guards-explicit),strip-nondebug,10,10,0.055940745,0.022043303,0.118604465
rel-lookup-table-converter,strip-nondebug,10,10,0.055406983,0.011546065,0.195256308
function(unreachableblockelim),function(break-crit-edges),10,10,0.055334541,0.018351682,0.104107733
function(unify-loop-exits),strip-nondebug,10,10,0.055136896,0.010885349,0.225783115
inferattrs,strip-nonlinetable-debuginfo,10,10,0.054476647,0.013619891,0.148679555
function(loop(loop-simplifycfg)),rpo-function-attrs,10,10,0.054084095,0.015199407,0.120041757
cgscc(coro-annotation-elide),strip-nondebug,10,10,0.053268867,0.013167639,0.131947156
function(wasm-eh-prepare),function(callbr-prepare),10,10,0.052833898,0.017896605,0.111143659
function(unify-loop-exits),wholeprogramdevirt,10,10,0.052714706,0.010256954,0.141090371
function(sjlj-eh-prepare),cgscc(attributor-light-cgscc),10,10,0.052559222,0.011749589,0.229429720
function(loop(loop-predication)),rewrite-symbols,10,10,0.052078213,0.011307451,0.110852385
cgscc(coro-split),strip-nondebug,10,10,0.052040921,0.016516534,0.135730693
cgscc(argpromotion),strip-dead-cg-profile,10,10,0.051047480,0.015172654,0.130907312
function(loop(loop-instsimplify)),rewrite-symbols,10,10,0.050583865,0.013250037,0.120070026
function(unify-loop-exits),strip-dead-cg-profile,10,10,0.049759921,0.022949623,0.107575684
function(irce),strip-nondebug,10,10,0.049023098,0.011870349,0.172499881
function(sjlj-eh-prepare),strip-dead-cg-profile,10,10,0.047136412,0.010076435,0.079280981
function(unify-loop-exits),rpo-function-attrs,10,10,0.045236093,0.014107870,0.085396246
function(replace-with-veclib),function(break-crit-edges),10,10,0.045100539,0.012514210,0.075829220
function(callsite-splitting),strip-nondebug,10,10,0.044540347,0.011400822,0.125321901
function(sjlj-eh-prepare),global-merge,10,10,0.044160124,0.010596416,0.146782476
function(place-safepoints),strip-nondebug,10,10,0.042668523,0.010434860,0.062295009
function(loop(indvars)),strip-debug-declare,9,9,0.135868863,0.019130593,0.297082326
function(sink),metarenamer,9,9,0.129152930,0.034385950,0.201427405
function(slsr),metarenamer,9,9,0.123392063,0.023216393,0.234049795
function(coro-elide),scc-oz-module-inliner,9,9,0.121280902,0.017057609,0.228626492
function(slp-vectorizer),metarenamer,9,9,0.120836307,0.011367744,0.225897270
function(gc-lowering),metarenamer,9,9,0.118452851,0.065018309,0.163990854
function(structurizecfg),ipsccp,9,9,0.118086505,0.020358712,0.221481915
function(simplifycfg),function(break-crit-edges),9,9,0.117462434,0.034664496,0.248234783
lowertypetests,strip,9,9,0.114842260,0.023348421,0.307027582
function(instcombine),metarenamer,9,9,0.114194825,0.026539502,0.192462521
function(loop(loop-predication)),rpo-function-attrs,9,9,0.112104157,0.027838460,0.292798986
function(scalarizer),shadow-stack-gc-lowering,9,9,0.111031673,0.013075491,0.160244188
function(infer-address-spaces),metarenamer,9,9,0.110626470,0.040801883,0.206876683
